Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,YrSold,SalePrice
1160,9120,6,6,1974,1974,Y,943,933,1876,2,1,4,1,8,1,2,540,2008,185000
1161,2280,6,5,1978,1978,Y,855,601,1456,2,1,3,1,7,1,2,440,2010,146000
1162,14778,6,7,1954,2006,Y,1640,0,1640,1,0,3,1,7,1,2,924,2008,224000
1163,8724,5,5,1968,1968,Y,894,0,894,1,0,3,1,5,1,2,450,2007,129000
1164,12900,4,4,1969,1969,Y,1258,0,1258,0,2,0,2,6,0,2,400,2008,108959
1165,16157,5,7,1978,1978,Y,1432,0,1432,1,1,2,1,5,1,2,588,2007,194000
1166,9541,7,5,2009,2009,Y,1502,0,1502,2,0,3,1,7,0,2,644,2009,233170
1167,10475,8,5,2008,2008,Y,1694,0,1694,2,0,3,1,7,0,3,776,2010,245350
1168,10852,6,5,2000,2000,Y,959,712,1671,2,1,3,1,7,1,2,472,2006,173000
1169,13728,6,7,1935,1986,Y,1236,872,2108,2,0,4,1,7,2,2,540,2008,235000
1170,35760,10,5,1995,1996,Y,1831,1796,3627,3,1,4,1,10,1,3,807,2006,625000
1171,9880,6,6,1977,1977,Y,1118,0,1118,1,0,3,1,6,1,1,358,2008,171000
1172,9120,6,6,1958,1958,Y,1261,0,1261,1,0,3,1,6,1,2,433,2008,163000
1173,4017,7,5,2006,2007,Y,625,625,1250,2,1,2,1,5,0,2,625,2008,171900
1174,18030,5,6,1946,1994,Y,1636,971,3086,3,0,3,1,12,1,0,0,2007,200500
1175,16560,6,8,1932,1950,Y,1170,1175,2345,2,1,4,1,9,1,2,360,2006,239000
1176,10678,8,5,1992,2000,Y,2129,743,2872,2,1,4,1,9,1,2,541,2007,285000
1177,6951,5,5,1984,1985,Y,923,0,923,1,0,3,1,5,0,1,264,2008,119500
1178,3950,6,8,1926,2004,Y,818,406,1224,1,0,3,1,5,0,1,210,2009,115000
1179,7681,5,6,1921,1950,Y,820,523,1343,1,1,3,1,7,1,1,186,2009,154900
1180,8335,5,5,1954,1954,Y,1124,0,1124,1,0,3,1,5,1,0,0,2006,93000
1181,11170,7,5,1990,1991,Y,1298,1216,2514,2,1,4,1,8,0,2,693,2006,250000
1182,5587,8,5,2008,2008,Y,1652,0,1652,2,0,2,1,5,1,2,482,2008,392500
1183,15623,10,5,1996,1996,Y,2411,2065,4476,3,1,4,1,10,2,3,813,2007,745000
1184,10800,5,6,1920,1950,Y,1130,0,1130,1,0,2,1,5,1,2,720,2006,120000
1185,35133,5,4,1963,1963,Y,1572,0,1572,1,1,3,1,5,2,3,995,2007,186700
1186,9738,5,7,1924,1950,Y,949,272,1221,1,0,4,1,7,0,1,392,2006,104900
1187,10615,3,5,1900,1970,Y,1014,685,1699,2,0,3,2,7,0,2,420,2009,95000
1188,12461,8,5,1994,1995,Y,1624,0,1624,2,0,2,1,5,1,3,757,2006,262000
1189,8935,7,5,2002,2002,Y,831,829,1660,2,1,3,1,7,0,2,493,2009,195000
1190,7500,7,5,1999,1999,Y,1028,776,1804,2,1,3,1,7,1,2,442,2010,189000
1191,32463,4,4,1961,1975,Y,1622,0,1622,1,0,3,1,7,1,4,1356,2007,168000
1192,2645,8,5,1999,2000,Y,764,677,1441,2,1,2,1,5,0,2,492,2007,174000
1193,9600,5,8,1925,1994,Y,842,630,1472,1,0,3,1,6,0,1,250,2007,125000
1194,4500,6,5,1999,1999,Y,1224,0,1224,2,0,2,1,5,0,2,402,2009,165000
1195,9364,6,7,1969,1969,Y,663,689,1352,1,1,4,1,7,0,1,299,2010,158000
1196,8029,6,5,2005,2005,Y,728,728,1456,2,1,3,1,8,0,2,400,2008,176000
1197,14054,7,5,2006,2006,Y,879,984,1863,2,1,4,1,9,1,3,660,2006,219210
1198,8850,7,6,1916,1950,Y,815,875,1690,1,0,3,1,7,1,1,225,2006,144000
1199,9100,7,5,2001,2001,Y,1212,0,1212,2,0,3,1,6,0,2,573,2009,178000
1200,11235,4,5,1963,1979,Y,1382,0,1382,1,1,3,1,6,1,2,459,2006,148000
1201,9353,4,5,1970,1970,Y,864,0,864,1,0,3,1,5,0,1,280,2006,116050
1202,10400,7,5,1998,1998,Y,866,913,1779,2,1,3,1,6,0,2,546,2009,197900
1203,6000,5,8,1925,1997,Y,884,464,1348,1,0,3,1,5,1,1,216,2009,117000
1204,9750,7,5,2000,2001,Y,1630,0,1630,2,0,3,1,6,1,2,451,2009,213000
1205,10140,5,6,1975,1975,Y,1074,0,1074,1,1,3,1,6,0,2,495,2006,153500
1206,14684,7,7,1990,1991,Y,2196,0,2196,2,0,3,1,7,1,3,701,2009,271900
1207,8900,4,4,1966,1966,Y,1056,0,1056,1,0,2,1,5,0,1,384,2006,107000
1208,9135,6,5,2003,2003,Y,1700,0,1700,2,0,3,1,7,0,2,544,2006,200000
1209,7763,5,7,1962,1980,Y,1283,0,1283,1,0,3,1,6,0,2,506,2008,140000
1210,10182,8,5,2006,2006,Y,1660,0,1660,2,0,3,1,8,1,2,500,2006,290000
1211,11218,6,5,1992,1992,Y,1055,790,1845,2,1,3,1,8,1,2,462,2010,189000
1212,12134,8,7,1988,2005,Y,1080,672,1752,2,0,4,1,8,0,2,492,2010,164000
1213,9340,4,6,1941,1950,Y,672,0,672,1,0,2,1,4,0,1,234,2009,113000
1214,10246,4,9,1965,2001,Y,960,0,960,0,0,0,1,3,0,1,364,2006,145000
1215,10205,5,5,1962,1962,Y,999,0,999,1,0,3,1,6,0,1,300,2006,134500
1216,7094,5,5,1966,1966,Y,894,0,894,1,0,3,1,5,0,1,384,2007,125000
1217,8930,6,5,1978,1978,Y,1318,584,1902,2,0,4,2,8,0,2,539,2010,112000
1218,8640,8,5,2009,2009,Y,1314,0,1314,2,0,3,1,6,0,2,552,2009,229456
1219,6240,4,5,1947,1950,N,672,240,912,1,0,2,1,3,0,0,0,2006,80500
1220,1680,6,5,1971,1971,Y,672,546,1218,1,1,3,1,7,0,0,0,2006,91500
1221,7800,5,5,1964,1964,Y,912,0,912,1,0,2,1,5,0,1,288,2006,115000
1222,8250,5,5,1968,1968,Y,1211,0,1211,1,0,3,1,5,1,1,322,2008,134000
1223,10496,6,6,1949,1950,Y,1168,678,1846,2,0,3,1,7,1,1,315,2007,143000
1224,10680,5,3,1951,1951,N,2136,0,2136,2,0,4,1,7,0,2,528,2006,137900
1225,15384,7,5,2004,2005,Y,788,702,1490,2,1,3,1,8,1,2,388,2008,184000
1226,10482,6,8,1958,1958,Y,1138,0,1138,1,0,3,1,6,0,1,264,2007,145000
1227,14598,6,5,2007,2007,Y,894,1039,1933,2,1,4,1,9,1,3,668,2008,214000
1228,8872,5,8,1965,2008,Y,912,0,912,1,0,2,1,5,0,2,576,2008,147000
1229,8769,9,5,2008,2008,Y,1702,0,1702,1,1,1,1,7,1,3,1052,2008,367294
1230,7910,5,5,1960,1960,Y,1507,0,1507,2,0,4,1,7,0,1,404,2008,127000
1231,18890,5,5,1977,1977,Y,1361,1259,2620,2,2,4,2,12,1,2,600,2007,190000
1232,7728,5,6,1962,1962,Y,1190,0,1190,1,0,3,1,6,0,2,540,2006,132500
1233,9842,4,5,1962,1962,Y,1224,0,1224,2,0,2,2,6,0,2,462,2007,101800
1234,12160,5,5,1959,1959,Y,1188,0,1188,1,0,3,1,6,0,2,531,2010,142000
1235,8525,5,6,1911,1950,N,1024,940,1964,1,1,4,1,7,0,0,0,2008,130000
1236,13132,5,5,1914,1950,Y,892,892,1784,1,1,4,1,9,0,1,180,2006,138887
1237,2628,7,5,2003,2003,Y,764,862,1626,2,1,2,1,6,0,2,474,2010,175500
1238,12393,7,5,2004,2005,Y,847,1101,1948,2,1,4,1,8,1,2,434,2006,195000
1239,13072,6,5,2005,2005,Y,1141,0,1141,1,1,3,1,6,0,2,484,2006,142500
1240,9037,8,5,2006,2006,Y,1484,0,1484,2,0,2,1,6,1,2,472,2007,265900
1241,8158,7,5,2003,2003,Y,884,884,1768,2,1,3,1,8,0,2,543,2008,224900
1242,9849,7,6,2007,2007,Y,1689,0,1689,2,0,3,1,7,0,3,954,2007,248328
1243,10625,7,6,1974,1974,Y,1173,0,1173,2,0,3,1,6,2,2,528,2010,170000
1244,13891,10,5,2006,2006,Y,2076,0,2076,2,1,2,1,7,1,3,850,2006,465000
1245,11435,8,7,1929,1950,Y,792,725,1517,1,0,3,1,7,2,2,400,2006,230000
1246,12090,6,7,1984,2003,Y,1140,728,1868,3,1,3,1,7,1,2,477,2007,178000
1247,8125,7,5,2005,2006,Y,756,797,1553,2,1,3,1,6,0,2,615,2006,186500
1248,12328,6,5,1976,1976,Y,1034,0,1034,1,0,3,1,6,0,3,888,2010,169900
1249,9600,6,5,1917,1950,N,1134,924,2058,1,1,3,1,8,1,2,396,2008,129500
1250,7200,5,7,1950,1950,Y,988,0,988,1,0,3,1,6,0,1,276,2007,119000
1251,11160,7,5,1968,1968,Y,2110,0,2110,2,1,3,1,8,2,2,522,2010,244000
1252,3136,7,5,2003,2003,Y,1405,0,1405,2,0,2,1,6,1,2,478,2006,171750
1253,9858,5,6,1968,1968,Y,874,0,874,1,0,3,1,5,0,1,288,2009,130000
1254,17542,7,7,1974,2003,Y,1516,651,2167,2,1,3,1,9,2,2,518,2007,294000
1255,6931,7,5,2003,2004,Y,760,896,1656,2,1,3,1,7,1,2,397,2008,165400
1256,6240,6,6,1931,1950,Y,959,408,1367,1,0,3,1,6,1,1,560,2007,127500
1257,14303,8,5,1994,1994,Y,1987,0,1987,2,0,2,1,7,1,2,691,2008,301500
1258,4060,5,8,1922,1950,Y,864,0,864,1,0,2,1,4,0,0,0,2009,99900
1259,9587,7,5,2005,2005,Y,1166,0,1166,2,0,2,1,5,0,2,400,2008,190000
1260,9750,6,8,1969,1969,Y,1054,0,1054,1,1,3,1,6,0,2,460,2008,151000
1261,24682,6,5,1999,1999,Y,892,783,1675,2,1,3,1,7,1,2,502,2009,181000
1262,9600,5,6,1956,1956,Y,1050,0,1050,1,0,2,1,5,0,1,338,2009,128900
1263,11250,4,5,1957,1989,Y,1104,684,1788,1,0,5,1,8,2,1,304,2009,161500
1264,13515,6,6,1919,1950,Y,1060,764,1824,1,0,3,1,8,1,2,520,2007,180500
1265,4060,6,5,1998,1999,Y,1337,0,1337,2,0,2,1,5,0,2,511,2008,181000
1266,3735,7,5,1999,1999,Y,713,739,1452,2,1,3,1,6,0,2,506,2006,183900
1267,10120,7,4,1910,1950,N,964,925,1889,1,1,4,2,9,1,1,308,2007,122000
1268,13214,9,5,2008,2009,Y,2018,0,2018,2,0,3,1,10,1,3,746,2010,378500
1269,14100,8,9,1935,1997,Y,1968,1479,3447,3,1,4,1,11,2,3,1014,2008,381000
1270,11344,5,5,1958,1958,Y,874,650,1524,1,1,3,1,7,0,1,315,2007,144000
1271,23595,7,6,1979,1979,Y,1332,192,1524,0,1,0,1,4,1,2,586,2010,260000
1272,9156,6,7,1968,1968,Y,1489,0,1489,2,0,3,1,7,1,2,462,2009,185750
1273,13526,5,6,1965,1965,Y,935,0,935,1,0,3,1,5,0,1,288,2006,137000
1274,11512,6,7,1959,2006,Y,1357,0,1357,1,0,2,1,5,1,1,312,2008,177000
1275,5362,5,6,1910,2003,Y,661,589,1250,2,0,3,1,8,1,2,552,2007,139000
1276,11345,5,5,1948,1950,Y,928,992,1920,2,0,4,2,10,0,2,400,2007,137000
1277,12936,6,6,1972,1972,Y,735,660,1395,1,1,3,1,6,1,2,497,2009,162000
1278,17871,6,5,1967,1976,Y,1724,0,1724,1,1,3,1,7,1,2,480,2009,197900
1279,9473,8,5,2002,2002,Y,1128,903,2031,2,1,3,1,7,1,2,577,2008,237000
1280,7500,4,4,1920,1950,Y,698,430,1128,1,0,2,1,6,0,2,528,2010,68400
1281,9808,7,5,2002,2002,Y,1573,0,1573,2,0,3,1,6,0,2,544,2009,227000
1282,8049,7,5,1990,1990,Y,1339,0,1339,2,0,2,1,6,1,2,484,2006,180000
1283,8800,5,7,1977,2008,Y,1040,0,1040,2,0,3,1,5,0,2,484,2009,150500
1284,9400,6,5,1971,1971,Y,912,912,1824,2,2,4,2,8,0,0,0,2010,139000
1285,9638,6,7,1919,1990,Y,1699,748,2447,2,0,4,1,10,1,1,336,2010,169000
1286,6000,6,6,1939,1950,Y,825,587,1412,1,0,4,1,6,1,1,280,2009,132500
1287,9790,6,5,1963,1963,Y,1328,0,1328,1,1,3,1,6,2,2,528,2010,143000
1288,36500,5,5,1964,1964,Y,1582,0,1582,2,0,4,1,7,0,2,390,2006,190000
1289,5664,8,5,2000,2000,Y,1659,0,1659,2,0,2,1,5,1,2,499,2009,278000
1290,11065,8,5,2006,2006,Y,1120,850,1970,2,1,3,1,8,1,3,753,2006,281000
1291,14112,5,7,1964,1964,Y,1152,0,1152,1,0,3,1,6,1,2,484,2010,180500
1292,1680,5,7,1972,1972,Y,630,672,1302,2,1,3,1,6,0,1,264,2009,119500
1293,6600,5,4,1892,1965,N,1378,994,2372,2,0,4,2,11,0,1,432,2009,107500
1294,10140,7,5,1976,1976,Y,832,832,1664,2,1,4,1,8,1,2,528,2006,162900
1295,8172,5,7,1955,1990,Y,864,0,864,1,0,2,1,5,0,2,572,2006,115000
1296,8400,5,5,1968,1968,Y,1052,0,1052,1,1,3,1,5,0,1,288,2006,138500
1297,8700,5,6,1963,1963,Y,1128,0,1128,2,0,3,1,6,0,2,525,2008,155000
1298,3675,6,5,2005,2006,Y,1072,0,1072,2,0,2,1,5,0,2,525,2006,140000
1299,63887,10,5,2008,2008,Y,4692,950,5642,2,1,3,1,12,3,2,1418,2008,160000
1300,7500,5,7,1959,1994,Y,1246,0,1246,1,1,3,1,6,0,1,305,2010,154000
1301,10762,7,5,1999,1999,Y,1005,978,1983,2,1,3,1,9,1,2,490,2009,225000
1302,7500,6,7,1942,1950,Y,753,741,1494,1,0,3,1,7,2,1,213,2009,177500
1303,10120,8,5,1994,1994,Y,1203,1323,2526,2,1,4,1,8,1,3,844,2006,290000
1304,8688,7,5,2005,2005,Y,1616,0,1616,2,0,3,1,7,0,3,834,2006,232000
1305,3363,7,5,2004,2004,Y,976,732,1708,2,0,3,1,7,0,2,380,2006,130000
1306,13173,9,5,2006,2007,Y,1652,0,1652,2,0,2,1,6,2,2,840,2009,325000
1307,6955,7,5,2005,2006,Y,1368,0,1368,2,0,2,1,6,1,2,474,2006,202500
1308,8072,5,5,1994,1995,Y,990,0,990,1,0,3,1,5,0,2,480,2009,138000
1309,12000,5,7,1948,2005,Y,1122,0,1122,1,0,2,1,6,0,2,528,2008,147000
1310,7153,6,5,1991,1991,Y,1294,0,1294,2,0,3,1,6,0,2,496,2008,179200
1311,17500,7,8,1959,2002,Y,1902,0,1902,2,0,3,1,7,2,2,567,2010,335000
1312,8814,7,5,2005,2007,Y,1274,0,1274,2,0,3,1,6,0,2,508,2007,203000
1313,9572,8,5,1990,1990,Y,1453,1357,2810,2,1,4,1,9,1,2,750,2007,302000
1314,14774,9,5,1999,1999,Y,1422,1177,2599,2,1,4,1,10,1,3,779,2010,333168
1315,8190,4,6,1954,1954,Y,948,0,948,1,0,3,1,5,1,1,280,2007,119000
1316,11075,6,5,1969,1969,Y,1092,1020,2112,2,1,4,1,9,2,2,576,2008,206900
1317,10226,8,5,2008,2008,Y,1630,0,1630,2,0,3,1,8,1,3,860,2009,295493
1318,4230,7,5,2006,2007,Y,1352,0,1352,2,0,2,1,5,1,2,466,2007,208900
1319,14781,8,5,2001,2002,Y,1787,0,1787,2,0,3,1,7,1,3,748,2006,275000
1320,10215,4,5,1954,1954,Y,948,0,948,1,0,3,1,5,0,1,248,2007,111000
1321,8400,6,3,1957,1957,Y,1478,0,1478,1,1,3,1,6,2,2,442,2009,156500
1322,6627,3,6,1949,1950,N,720,0,720,1,0,2,1,4,0,1,287,2008,72500
1323,10186,7,5,1992,1992,Y,1061,862,1923,2,1,3,1,8,1,2,564,2010,190000
1324,5330,4,7,1940,1950,Y,708,0,708,1,0,2,1,5,0,0,0,2009,82500
1325,9986,8,5,2006,2007,Y,1795,0,1795,2,0,2,1,7,1,3,895,2007,147000
1326,3636,4,4,1922,1950,N,796,0,796,1,0,2,1,5,0,0,0,2008,55000
1327,4270,3,6,1931,2006,Y,774,0,774,1,0,3,1,6,0,0,0,2007,79000
1328,6600,5,9,1982,2008,Y,816,0,816,1,0,3,1,5,1,1,264,2008,130500
1329,10440,6,7,1920,1950,Y,1584,1208,2792,2,0,5,1,8,2,2,520,2008,256000
1330,9084,7,5,1998,1998,Y,955,677,1632,2,1,3,1,8,1,2,462,2006,176500
1331,10000,8,5,2006,2006,Y,1588,0,1588,2,0,3,1,7,1,3,825,2007,227000
1332,10780,5,5,1976,1976,Y,954,0,954,1,0,3,1,6,0,2,576,2006,132500
1333,8877,4,6,1938,1958,Y,816,0,816,1,0,2,1,3,1,1,288,2009,100000
1334,7200,5,6,1938,1995,Y,803,557,1360,1,1,2,1,6,0,1,297,2006,125500
1335,2368,5,6,1970,1970,Y,765,600,1365,1,1,3,1,7,0,2,440,2009,125000
1336,9650,6,5,1977,1977,Y,1334,0,1334,2,0,2,1,6,1,2,630,2009,167900
1337,9246,5,5,1973,1973,Y,1656,0,1656,2,0,4,2,8,0,2,506,2008,135000
1338,4118,4,4,1941,1950,N,693,0,693,1,0,2,1,4,0,0,0,2006,52500
1339,13450,7,5,2002,2002,Y,920,941,1861,2,1,3,1,8,0,2,492,2006,200000
1340,9560,5,7,1972,1972,Y,864,0,864,1,0,3,1,5,0,1,288,2006,128500
1341,8294,4,5,1971,1971,Y,872,0,872,1,0,3,1,5,0,4,480,2007,123000
1342,13695,6,5,2003,2004,Y,1114,0,1114,1,0,3,1,6,0,2,576,2008,155000
1343,9375,8,5,2002,2002,Y,1284,885,2169,2,1,3,1,7,1,2,647,2007,228500
1344,7558,6,6,1928,1950,Y,1172,741,1913,1,1,3,1,9,1,2,342,2009,177000
1345,11103,7,5,2006,2006,Y,728,728,1456,2,1,3,1,8,1,2,440,2007,155835
1346,6000,4,4,1920,1950,Y,960,0,960,1,0,2,1,5,0,1,308,2007,108500
1347,20781,7,7,1968,2003,Y,2156,0,2156,2,0,3,1,9,1,2,508,2006,262500
1348,15306,8,5,2006,2007,Y,1776,0,1776,2,0,3,1,7,1,3,712,2007,283463
1349,16196,7,5,1998,1998,Y,1494,0,1494,2,0,3,1,5,1,2,514,2007,215000
1350,5250,8,5,1872,1987,N,938,1215,2358,2,0,4,1,8,0,0,0,2008,122000
1351,11643,5,5,1969,1969,Y,1338,1296,2634,2,2,6,2,12,0,4,968,2009,200000
1352,9247,6,6,1962,1962,Y,858,858,1716,1,1,4,1,8,1,2,490,2008,171000
1353,6000,6,9,1937,2000,Y,786,390,1176,1,0,2,1,4,0,2,624,2009,134900
1354,14720,8,5,1995,1996,Y,2053,1185,3238,2,1,4,1,9,1,3,666,2010,410000
1355,10316,7,5,2000,2000,Y,992,873,1865,2,1,3,1,7,1,3,839,2008,235000
1356,10192,7,6,1968,1992,Y,1222,698,1920,3,0,4,1,8,1,2,487,2006,170000
1357,9477,5,5,1966,1966,Y,892,0,892,1,0,3,1,5,0,1,264,2008,110000
1358,12537,5,6,1971,2008,Y,1078,0,1078,1,1,3,1,6,1,2,500,2010,149900
1359,2117,6,5,2000,2000,Y,769,804,1573,2,1,3,1,5,0,2,440,2010,177500
1360,16737,9,5,2004,2005,Y,1980,0,1980,2,0,3,1,8,1,3,770,2006,315000
1361,9842,5,6,1921,1998,Y,990,1611,2601,3,1,4,1,8,0,2,621,2008,189000
1362,16158,7,5,2005,2005,Y,1530,0,1530,2,0,3,1,7,1,2,430,2009,260000
1363,12513,4,4,1920,2007,Y,1281,457,1738,2,0,4,1,7,1,1,368,2009,104900
1364,8499,6,5,2006,2007,Y,616,796,1412,2,1,3,1,6,1,2,432,2007,156932
1365,3180,7,5,2005,2005,Y,520,600,1200,2,1,2,1,4,0,2,480,2006,144152
1366,7500,7,5,2000,2000,Y,814,860,1674,2,1,3,1,7,0,2,663,2010,216000
1367,9179,7,5,1999,1999,Y,882,908,1790,2,1,3,1,7,0,2,588,2008,193000
1368,2665,5,6,1977,1977,Y,925,550,1475,2,0,4,1,6,1,1,336,2006,127000
1369,4435,6,5,2003,2004,Y,848,0,848,1,0,1,1,4,0,2,420,2009,144000
1370,10635,8,5,2003,2003,Y,1668,0,1668,2,0,3,1,8,1,2,502,2010,232000
1371,5400,4,6,1920,1950,Y,840,534,1374,1,0,2,1,6,0,1,338,2009,105000
1372,9600,6,6,1955,1996,Y,1661,0,1661,1,0,3,1,8,1,1,377,2008,165500
1373,9750,7,6,1998,1998,Y,1108,989,2097,2,1,3,1,8,1,2,583,2006,274300
1374,11400,10,5,2001,2002,Y,2633,0,2633,2,1,2,1,8,2,3,804,2007,466500
1375,10625,7,5,2005,2005,Y,1026,932,1958,2,1,3,1,9,1,3,936,2008,250000
1376,10991,8,5,2007,2007,Y,1571,0,1571,2,0,3,1,7,1,3,722,2007,239000
1377,6292,6,5,1930,1950,N,790,0,790,1,0,2,1,4,0,1,160,2008,91000
1378,10998,5,5,1941,1960,Y,984,620,1604,2,0,3,1,6,0,2,660,2009,117000
1379,1953,6,5,1973,1973,Y,483,504,987,1,1,2,1,5,0,1,264,2006,83000
1380,9735,5,5,2006,2007,Y,754,640,1394,2,1,3,1,7,0,2,400,2008,167500
1381,8212,3,3,1914,1950,N,864,0,864,1,0,2,1,5,0,1,200,2010,58500
1382,12925,6,7,1970,1970,Y,2117,0,2117,2,1,4,1,7,2,2,550,2008,237500
1383,7200,7,7,1920,1950,Y,998,764,1762,1,1,4,1,8,0,2,576,2006,157000
1384,25339,5,7,1918,2007,Y,1416,0,1416,2,0,3,1,7,0,2,576,2007,112000
1385,9060,6,5,1939,1950,Y,698,560,1258,1,0,2,1,6,0,1,280,2009,105000
1386,5436,4,8,1922,2007,Y,796,358,1154,1,0,3,1,7,0,1,240,2010,125500
1387,16692,7,5,1978,1978,Y,1392,1392,2784,3,1,5,1,12,2,2,564,2006,250000
1388,8520,6,7,1916,1950,N,1664,862,2526,2,0,5,1,10,1,1,216,2007,136000
1389,14892,9,5,2006,2007,Y,1746,0,1746,2,0,3,1,7,2,3,758,2009,377500
1390,6000,6,6,1941,1950,Y,869,349,1218,1,0,3,1,6,1,2,440,2007,131000
1391,9100,7,5,2000,2000,Y,1525,0,1525,2,0,3,1,6,0,2,541,2006,235000
1392,8944,5,5,1967,1967,Y,1584,0,1584,2,0,4,2,8,0,3,792,2009,124000
1393,7838,5,5,1967,1967,Y,900,0,900,1,0,3,1,6,1,1,288,2006,123000
1394,10800,6,7,1905,2000,N,1221,691,1912,2,0,3,2,7,1,2,672,2008,163000
1395,4045,7,5,2006,2006,Y,1500,0,1500,2,0,2,1,6,1,3,648,2006,246578
1396,12665,8,5,2005,2006,Y,1133,1349,2482,2,1,4,1,9,1,3,642,2007,281213
1397,57200,5,5,1948,1950,Y,1687,0,1687,1,0,3,1,7,2,2,572,2010,160000
1398,6120,5,8,1920,2004,Y,939,574,1513,1,1,4,1,8,0,1,180,2007,137500
1399,7200,5,4,1950,1982,Y,1136,768,1904,1,1,3,1,7,0,1,240,2009,138000
1400,6171,6,6,1925,1990,Y,1160,448,1608,2,1,3,1,7,1,1,216,2009,137450
1401,6000,6,7,1929,1950,Y,950,208,1158,1,0,3,1,5,1,1,208,2008,120000
1402,7415,6,5,2004,2004,Y,864,729,1593,2,1,3,1,8,1,2,398,2008,193000
1403,6762,7,5,2006,2006,Y,1294,0,1294,2,0,2,1,6,1,2,662,2006,193879
1404,15256,8,5,2007,2007,Y,1464,0,1464,2,0,3,1,6,0,3,754,2007,282922
1405,10410,3,4,1915,1950,Y,694,520,1214,1,0,3,1,6,0,3,936,2006,105000
1406,3842,8,5,2004,2005,Y,1646,0,1646,2,0,2,1,5,1,2,482,2008,275000
1407,8445,5,7,1972,2007,Y,768,0,768,1,0,2,1,5,0,2,396,2009,133000
1408,8780,5,5,1985,1985,Y,833,0,833,1,0,3,1,5,0,0,0,2009,112000
1409,7740,4,7,1910,1950,Y,741,622,1363,1,0,3,1,6,0,2,528,2010,125500
1410,20544,7,6,1986,1991,Y,1236,857,2093,2,1,3,1,7,1,2,542,2008,215000
1411,12420,7,5,2001,2001,Y,944,896,1840,2,1,3,1,6,0,2,622,2009,230000
1412,9600,6,8,1950,2005,Y,1112,556,1668,1,1,3,1,6,0,1,271,2009,140000
1413,7200,4,5,1949,1950,N,1040,0,1040,2,0,2,2,6,0,2,420,2009,90000
1414,10994,8,5,2005,2006,Y,1844,0,1844,2,0,2,1,7,1,2,620,2009,257000
1415,13053,6,7,1923,2000,Y,1053,795,1848,1,1,4,1,8,1,2,370,2008,207000
1416,3635,7,5,2007,2007,Y,1569,0,1569,2,0,1,1,7,1,3,660,2009,175900
1417,11340,4,6,1885,1950,Y,1246,1044,2290,2,0,4,2,11,0,2,560,2010,122500
1418,16545,8,5,1998,1998,Y,1310,1140,2450,2,1,3,1,7,1,3,1069,2009,340000
1419,9204,5,5,1963,1963,Y,1144,0,1144,1,1,3,1,6,0,1,336,2008,124000
1420,16381,6,5,1969,1969,Y,1844,0,1844,2,0,3,1,7,1,2,540,2006,223000
1421,11700,6,6,1968,1968,Y,708,708,1416,2,1,3,1,7,1,2,776,2006,179900
1422,4043,6,5,1977,1977,Y,1069,0,1069,2,0,2,1,4,1,2,440,2010,127500
1423,4435,6,5,2003,2003,Y,848,0,848,1,0,1,1,3,0,2,420,2008,136500
1424,19690,6,7,1966,1966,Y,1575,626,2201,2,0,4,1,8,1,2,432,2006,274970
1425,9503,5,5,1958,1983,Y,1344,0,1344,1,0,2,1,6,1,1,484,2007,144000
1426,10721,6,6,1959,1959,Y,1252,0,1252,1,0,3,1,7,0,2,528,2008,142000
1427,10944,7,5,1994,1994,Y,1223,904,2127,2,1,3,1,5,2,2,525,2008,271000
1428,10930,5,6,1945,1950,Y,1048,510,1558,1,1,3,1,6,1,1,288,2008,140000
1429,7200,5,7,1940,1992,Y,804,0,804,1,0,2,1,4,2,1,240,2010,119000
1430,12546,6,7,1981,1981,Y,1440,0,1440,2,0,3,1,7,1,2,467,2007,182900
1431,21930,5,5,2005,2005,Y,734,1104,1838,2,1,4,1,7,1,2,372,2006,192140
1432,4928,6,6,1976,1976,Y,958,0,958,2,0,2,1,5,0,2,440,2009,143750
1433,10800,4,6,1927,2007,Y,968,0,968,2,0,4,1,5,0,1,216,2007,64500
1434,10261,6,5,2000,2000,Y,962,830,1792,2,1,3,1,8,1,2,451,2008,186500
1435,17400,5,5,1977,1977,Y,1126,0,1126,2,0,3,1,5,1,2,484,2006,160000
1436,8400,6,9,1962,2005,Y,1537,0,1537,1,1,3,1,7,1,2,462,2008,174000
1437,9000,4,6,1971,1971,Y,864,0,864,1,0,3,1,5,0,2,528,2007,120500
1438,12444,8,5,2008,2008,Y,1932,0,1932,2,0,2,1,7,1,3,774,2008,394617
1439,7407,6,7,1957,1996,Y,1236,0,1236,1,0,2,1,6,0,2,923,2010,149700
1440,11584,7,6,1979,1979,Y,1040,685,1725,2,1,3,1,6,1,2,550,2007,197000
1441,11526,6,7,1922,1994,Y,1423,748,2555,2,0,3,1,11,1,2,672,2008,191000
1442,4426,6,5,2004,2004,Y,848,0,848,1,0,1,1,3,1,2,420,2008,149300
1443,11003,10,5,2008,2008,Y,1026,981,2007,2,1,3,1,10,1,3,812,2009,310000
1444,8854,6,6,1916,1950,N,952,0,952,1,0,2,1,4,1,1,192,2009,121000
